code;cost
3_140;8.097974537037038
4_1;16.840833333333332
4_2;2.3012847222222224
4_3;2.6284722222222223
4_4;0
4_5;2.836724537037037
4_6;4.87761574074074
4_7;1.0607754629629629
4_8;0.5282175925925926
4_9;4.727164351851852
4_10;2.795983796296296
4_11;5.540729166666667
4_12;13.825729166666667
4_13;2.598287037037037
4_14;6.112164351851852
4_15;2.472916666666667
4_16;4.872141203703704
4_17;2.242071759259259
4_18;2.6937962962962962
4_19;16.758171296296297
4_20;3.5716782407407406
4_21;1.0161226851851852
4_22;5.9953819444444445
4_23;4.296608796296296
4_24;3.621446759259259
4_25;1.8967245370370371
4_26;3.407199074074074
4_27;4.114247685185185
4_28;4.107060185185185
4_29;4.708738425925926
4_30;6.004895833333333
4_31;5.856770833333333
4_32;7.147893518518519
4_33;1.945
4_34;2.2775810185185184
4_35;5.817997685185185
4_36;0.5393287037037037
4_37;4.427037037037037
4_38;0.8965046296296296
4_39;2.415011574074074
4_40;1.518587962962963
4_41;7.811493055555555
4_42;13.299826388888889
4_43;1.3786574074074074
4_44;0.5415740740740741
4_45;2.761689814814815
4_46;4.640370370370371
4_47;2.8278935185185183
4_48;1.812199074074074
4_49;0.17440972222222223
4_50;5.624259259259259
4_51;2.2204282407407407
4_52;18.68138888888889
4_53;12.961805555555555
4_54;4.989756944444444
4_55;3.138912037037037
4_56;2.9223032407407405
4_57;1.8096296296296297
4_58;6.7611689814814815
4_59;0.8170138888888889
4_60;1.7880555555555555
4_61;5.870601851851852
4_62;4.579768518518518
4_63;3.4428819444444443
4_64;7.391516203703704
4_65;5.274375
4_66;2.344849537037037
4_67;19.590972222222224
4_68;4.970810185185186
4_69;4.6416203703703705
4_70;7.366689814814815
4_71;1.5818981481481482
4_72;5.8210648148148145
4_73;7.7895717592592595
4_74;15.029340277777777
4_75;5.220833333333333
4_76;7.686840277777778
4_77;1.923287037037037
4_78;2.9378587962962963
4_79;1.9230324074074074
4_80;6.998680555555556
4_81;3.7467824074074074
4_82;4.926273148148148
4_83;1.9955439814814815
4_84;5.904537037037037
4_85;0.4975925925925926
4_86;3.1528125
4_87;1.9173032407407407
4_88;1.1450925925925926
4_89;6.109907407407407
4_90;0.9989467592592592
4_91;3.360752314814815
4_92;7.329502314814815
4_93;2.51625
4_94;1.6225347222222222
4_95;5.9376388888888885
4_96;5.984409722222222
4_97;5.712592592592593
4_98;4.317847222222222
4_99;7.195590277777778
4_100;3.1538078703703705
4_101;4.783206018518518
4_102;16.051030092592594
4_103;6.1956597222222225
4_104;9.485347222222222
4_105;3.9512847222222223
4_106;2.5031944444444445
4_107;13.792592592592593
4_108;4.187893518518519
4_109;1.4100925925925927
4_110;11.492002314814815
4_111;1.2784259259259259
4_112;2.4495138888888888
4_113;4.744097222222222
4_114;5.703518518518519
4_115;7.537418981481482
4_116;6.7886342592592595
4_117;13.966041666666667
4_118;9.911863425925926
4_119;9.112326388888889
4_120;4.805509259259259
4_121;9.751782407407408
4_122;2.6189930555555554
4_123;2.9928587962962965
4_124;7.432349537037037
4_125;5.178125
4_126;9.806319444444444
4_127;2.515150462962963
4_128;11.080289351851851
4_129;8.309074074074074
4_130;9.318969907407407
4_131;5.077905092592593
4_132;7.660462962962963
4_133;5.595347222222222
4_134;10.121331018518518
4_135;10.207731481481481
4_136;8.275520833333333
4_137;8.449224537037036
4_138;5.588495370370371
4_139;6.4695833333333335
4_140;7.269560185185185
5_1;18.832083333333333
5_2;5.168425925925926
5_3;0.39390046296296294
5_4;2.8891319444444443
5_5;0
5_6;1.7733121474887723
5_7;3.766886574074074
5_8;2.3760069444444443
5_9;1.7390187920032023
5_10;0.07223938547974434
5_11;7.427581018518518
5_12;16.679444444444446
5_13;0.27806712962962965
5_14;8.037210648148148
5_15;1.1613773148148148
5_16;6.396956018518519
5_17;0.614375
5_18;0.20885416666666667
5_19;18.762800925925927
5_20;5.167083333333333
5_21;3.579675925925926
5_22;8.723773148148148
5_23;6.394976851851852
5_24;1.5157038173364399
5_25;4.763958333333333
5_26;6.2443634259259255
5_27;1.6332470415813443
5_28;5.631886574074074
5_29;4.912905092592593
5_30;8.813854166666667
5_31;6.641631944444445
5_32;2.808297546782503
5_33;4.824490740740741
5_34;0.5107086086194006
5_35;1.9349765815122104
5_36;3.1608449074074074
5_37;1.6797242479588579
5_38;3.763738425925926
5_39;4.220868055555556
5_40;2.0466550925925926
5_41;8.997754629629629
5_42;16.16696759259259
5_43;3.6210069444444444
5_44;2.970462962962963
5_45;1.2967939814814815
5_46;5.0873842592592595
5_47;0.27967592592592594
5_48;1.6937731481481482
5_49;3.0183217592592593
5_50;6.054143518518519
5_51;4.1056944444444445
5_52;20.849502314814814
5_53;15.828935185185186
5_54;7.516111111111111
5_55;5.499837962962963
5_56;0.08943631973762792
5_57;2.126423611111111
5_58;7.92650462962963
5_59;2.5746875
5_60;3.914247685185185
5_61;8.03900462962963
5_62;1.3935340100068156
5_63;6.075798611111111
5_64;10.010405092592592
5_65;1.8337859313588891
5_66;0.30710765767599923
5_67;7.751400323364668
5_68;1.7963227801716892
5_69;1.7114679149116596
5_70;9.105543981481482
5_71;3.2839814814814816
5_72;2.061296555532073
5_73;2.999154919791187
5_74;6.053667129262108
5_75;1.7034385473942968
5_76;2.9385290089130494
5_77;3.6058564814814815
5_78;0.9876967592592593
5_79;0.6111444979352578
5_80;2.6523656636006225
5_81;1.5471436583837066
5_82;6.451099537037037
5_83;1.0785185185185184
5_84;2.2491208422962616
5_85;2.826087962962963
5_86;0.3107111883467098
5_87;4.637685185185185
5_88;4.022141203703704
5_89;6.8901967592592595
5_90;3.8418287037037038
5_91;0.9241523684872005
5_92;9.958946759259259
5_93;4.176076388888889
5_94;4.400590277777778
5_95;1.657411630993124
5_96;1.836563679133034
5_97;8.579733796296296
5_98;4.876064814814815
5_99;2.8721017968331277
5_100;6.0209375
5_101;7.412650462962963
5_102;18.031458333333333
5_103;7.570092592592593
5_104;3.5152925228245637
5_105;4.8933333333333335
5_106;1.219343217247901
5_107;16.659733796296297
5_108;5.151273148148148
5_109;2.997361111111111
5_110;4.971952636023786
5_111;0.8713096679347159
5_112;1.697523148148148
5_113;7.62318287037037
5_114;1.9844811566715497
5_115;2.813433615632836
5_116;2.553467910478621
5_117;15.87701388888889
5_118;11.2175
5_119;11.02329861111111
5_120;4.830266203703704
5_121;4.400117933300146
5_122;4.430752314814815
5_123;4.197384259259259
5_124;9.028738425925926
5_125;5.9327199074074075
5_126;3.756143946461837
5_127;4.21693287037037
5_128;12.992002314814815
5_129;11.176203703703704
5_130;3.895246606665342
5_131;6.428391203703704
5_132;10.348657407407407
5_133;1.7058607110828987
5_134;3.7899703673202803
5_135;13.074872685185186
5_136;3.669963936711028
5_137;3.8038430495156113
5_138;6.351469907407408
5_139;2.5146927259821372
5_140;8.466377314814816
6_1;14.005925925925926
6_2;5.075601851851852
6_3;6.301909722222222
6_4;4.96724537037037
6_5;1.7733121474887723
6_6;0
6_7;5.806423611111111
6_8;4.809351851851852
6_9;0.06072582219552228
6_10;1.701956209152089
6_11;3.025451388888889
6_12;13.419189814814814
6_13;6.192094907407407
6_14;3.664976851851852
6_15;6.531689814814815
6_16;0.16674768518518518
6_17;5.85900462962963
6_18;6.277094907407408
6_19;14.158981481481481
6_20;1.6070833333333334
6_21;4.168819444444445
6_22;9.25232638888889
6_23;3.5712384259259258
6_24;0.44039434168912456
6_25;5.110092592592593
6_26;6.908553240740741
6_27;0.2696735491948847
6_28;0.9130902777777777
6_29;9.371493055555556
6_30;9.142025462962962
6_31;10.740497685185185
6_32;4.1573164849439
6_33;5.928969907407407
6_34;1.2996373821255027
6_35;3.560087072504798
6_36;4.4922106481481485
6_37;0.15835393274523138
6_38;4.746099537037037
6_39;2.7059027777777778
6_40;6.006724537037037
6_41;12.751145833333334
6_42;12.972453703703703
6_43;3.7849305555555555
6_44;4.442013888888889
6_45;6.8792939814814815
6_46;9.402905092592592
6_47;6.482048611111111
6_48;6.129247685185185
6_49;4.838159722222223
6_50;10.396932870370371
6_51;7.167766203703704
6_52;16.857060185185187
6_53;13.06775462962963
6_54;9.745694444444444
6_55;8.074074074074074
6_56;1.8619383679450492
6_57;6.319976851851852
6_58;11.70082175925926
6_59;4.188298611111111
6_60;3.5387037037037037
6_61;4.649467592592592
6_62;3.046570315223436
6_63;7.730787037037037
6_64;11.67880787037037
6_65;3.410765650939813
6_66;1.4990623944787922
6_67;6.366599492674957
6_68;0.02727447770714568
6_69;0.09187265974452295
6_70;3.339826388888889
6_71;3.3092361111111113
6_72;0.3080502684795236
6_73;1.2468457259894257
6_74;5.234311829144851
6_75;3.3283459801894937
6_76;1.1804003673714802
6_77;2.9517824074074075
6_78;6.804212962962963
6_79;1.2638976465836287
6_80;4.10837860642426
6_81;0.3906581608602823
6_82;0.23274305555555555
6_83;5.441203703703704
6_84;3.742235763366222
6_85;5.414340277777778
6_86;2.0779926833640965
6_87;6.244965277777778
6_88;5.156932870370371
6_89;10.990266203703703
6_90;4.601238425925926
6_91;2.5782853729332142
6_92;11.274224537037037
6_93;2.409201388888889
6_94;4.3573611111111115
6_95;3.3971210173024824
6_96;3.5255153224078937
6_97;7.9969675925925925
6_98;9.091793981481482
6_99;4.16332153490152
6_100;5.603449074074074
6_101;8.912430555555556
6_102;12.788078703703704
6_103;11.1353125
6_104;4.793603320780255
6_105;8.859224537037036
6_106;0.8114038536109546
6_107;13.534166666666666
6_108;9.116469907407408
6_109;3.461689814814815
6_110;4.634765016985276
6_111;1.2571582407543702
6_112;6.812465277777778
6_113;7.205497685185185
6_114;3.577184245421098
6_115;4.295601494856808
6_116;4.048782067229065
6_117;10.159351851851852
6_118;14.851516203703703
6_119;5.301608796296296
6_120;9.40960648148148
6_121;4.273793787019744
6_122;7.557858796296296
6_123;7.940185185185185
6_124;3.189247685185185
6_125;10.058483796296295
6_126;5.008546298192639
6_127;7.462488425925926
6_128;7.27605324074074
6_129;9.113125
6_130;4.8923072961560585
6_131;10.01755787037037
6_132;11.095335648148149
6_133;3.389600120586721
6_134;2.0343697184065728
6_135;9.887627314814814
6_136;4.516208935525133
6_137;4.08879115907448
6_138;10.468854166666667
6_139;3.9140461694682878
6_140;12.209212962962964
7_1;16.88775462962963
7_2;1.9235185185185186
7_3;3.438009259259259
7_4;1.0778125
7_5;3.7324421296296295
7_6;5.733831018518519
7_7;0
7_8;1.5920370370370371
7_9;5.583379629629629
7_10;3.724502314814815
7_11;5.76136574074074
7_12;13.338229166666666
7_13;3.5113773148148146
7_14;6.262615740740741
7_15;3.119525462962963
7_16;5.728356481481481
7_17;3.16275462962963
7_18;3.6059722222222224
7_19;16.805092592592594
7_20;4.4240509259259255
7_21;1.6377430555555557
7_22;4.969699074074074
7_23;4.427013888888889
7_24;4.477662037037037
7_25;1.5309375
7_26;2.5861574074074074
7_27;4.970451388888889
7_28;4.963275462962963
7_29;4.530092592592593
7_30;5.0949884259259255
7_31;5.252106481481482
7_32;6.331458333333333
7_33;1.1935185185185184
7_34;3.345162037037037
7_35;5.639351851851852
7_36;1.3414351851851851
7_37;5.283252314814815
7_38;1.1300462962962963
7_39;3.223761574074074
7_40;2.140185185185185
7_41;6.995046296296296
7_42;12.651180555555555
7_43;2.060474537037037
7_44;1.4504166666666667
7_45;3.408287037037037
7_46;4.4546875
7_47;3.652025462962963
7_48;2.45880787037037
7_49;1.0347569444444444
7_50;5.331574074074074
7_51;1.5651388888888889
7_52;18.695162037037036
7_53;12.27644675925926
7_54;3.973946759259259
7_55;2.2861689814814814
7_56;3.7606944444444443
7_57;2.2672453703703703
7_58;5.944733796296297
7_59;1.8837037037037037
7_60;2.385219907407407
7_61;5.935127314814815
7_62;4.436724537037037
7_63;2.3848842592592594
7_64;6.335324074074074
7_65;5.062708333333333
7_66;3.4124189814814816
7_67;19.35178240740741
7_68;5.827025462962963
7_69;5.497835648148148
7_70;7.95125
7_71;2.434270833333333
7_72;6.677280092592593
7_73;8.429340277777778
7_74;14.343993055555556
7_75;5.0421875
7_76;8.367881944444445
7_77;2.775659722222222
7_78;3.5844675925925924
7_79;2.989733796296296
7_80;6.265370370370371
7_81;4.602997685185185
7_82;5.7824884259259255
7_83;2.9730671296296296
7_84;5.463136574074074
7_85;0.9797337962962963
7_86;3.8128935185185187
7_87;0.8894560185185185
7_88;0.866099537037037
7_89;5.617847222222222
7_90;1.3042361111111112
7_91;3.524826388888889
7_92;6.273310185185185
7_93;3.3686226851851853
7_94;1.7985416666666667
7_95;5.854907407407407
7_96;5.8272916666666665
7_97;5.005520833333334
7_98;4.1232291666666665
7_99;6.379143518518519
7_100;2.517199074074074
7_101;3.727013888888889
7_102;16.098148148148148
7_103;5.379224537037037
7_104;8.668900462962963
7_105;3.4848726851851852
7_106;3.3594097222222223
7_107;13.133912037037037
7_108;3.6248032407407407
7_109;2.2628819444444446
7_110;10.749837962962962
7_111;2.207314814814815
7_112;3.0464930555555556
7_113;4.0019328703703705
7_114;5.47212962962963
7_115;6.867650462962963
7_116;6.244953703703704
7_117;14.074224537037036
7_118;9.095416666666667
7_119;9.270648148148148
7_120;4.626863425925926
7_121;8.85587962962963
7_122;1.817199074074074
7_123;2.64875
7_124;8.113402777777777
7_125;4.7978703703703705
7_126;8.989872685185185
7_127;1.8279166666666666
7_128;11.188472222222222
7_129;7.635983796296296
7_130;8.462337962962962
7_131;4.261458333333334
7_132;6.634780092592592
7_133;5.438229166666667
7_134;10.330613425925925
7_135;9.571122685185186
7_136;7.246898148148148
7_137;7.423541666666667
7_138;5.163414351851852
7_139;5.7270717592592595
7_140;6.453113425925926
8_1;17.106597222222224
8_2;2.799224537037037
8_3;2.1057175925925926
8_4;0.518587962962963
8_5;2.3139814814814814
8_6;4.710231481481482
8_7;1.5653703703703703
8_8;0
8_9;4.559768518518519
8_10;2.2732407407407407
8_11;5.702094907407408
8_12;14.314085648148149
8_13;2.0755439814814816
8_14;6.311724537037037
8_15;1.9839236111111112
8_16;4.704745370370371
8_17;1.7193287037037037
8_18;2.171053240740741
8_19;17.030694444444446
8_20;3.462523148148148
8_21;1.2554050925925926
8_22;6.513217592592593
8_23;4.553032407407407
8_24;3.4540625
8_25;2.394652777777778
8_26;3.9250462962962964
8_27;3.946851851851852
8_28;3.939675925925926
8_29;4.586539351851852
8_30;6.522731481481482
8_31;5.968831018518519
8_32;7.3496296296296295
8_33;2.4600115740740742
8_34;1.7915393518518519
8_35;5.685196759259259
8_36;0.7955324074074074
8_37;4.259652777777778
8_38;1.3944444444444444
8_39;2.494594907407407
8_40;1.2246412037037038
8_41;8.013229166666667
8_42;13.79775462962963
8_43;1.573912037037037
8_44;0.6511921296296296
8_45;2.289953703703704
8_46;4.609780092592593
8_47;2.305150462962963
8_48;1.3724421296296296
8_49;0.6490162037037037
8_50;5.60380787037037
8_51;2.4221643518518516
8_52;18.99011574074074
8_53;13.459733796296296
8_54;5.434282407407407
8_55;3.436875
8_56;2.399560185185185
8_57;1.5378935185185185
8_58;6.962905092592592
8_59;0.6079166666666667
8_60;1.9717824074074075
8_61;6.141736111111111
8_62;4.38613425925926
8_63;3.9475694444444445
8_64;7.895983796296297
8_65;5.188877314814815
8_66;1.8423726851851852
8_67;20.000393518518518
8_68;4.803425925925926
8_69;4.474236111111111
8_70;7.385381944444444
8_71;1.555949074074074
8_72;5.653668981481482
8_73;7.807615740740741
8_74;15.527280092592592
8_75;5.037152777777778
8_76;7.6935416666666665
8_77;1.8794907407407409
8_78;2.4601041666666665
8_79;1.4575462962962964
8_80;7.163935185185185
8_81;3.579386574074074
8_82;4.7588888888888885
8_83;1.4847337962962963
8_84;6.013229166666667
8_85;0.661412037037037
8_86;2.6300578703703703
8_87;2.4284837962962964
8_88;1.6528472222222221
8_89;6.218599537037037
8_90;1.4764699074074075
8_91;3.1252662037037036
8_92;7.833958333333333
8_93;2.453599537037037
8_94;2.039340277777778
8_95;5.702152777777778
8_96;5.790775462962963
8_97;6.210520833333334
8_98;4.320138888888889
8_99;7.397326388888889
8_100;3.651736111111111
8_101;5.287662037037037
8_102;16.305972222222223
8_103;6.397395833333333
8_104;9.687083333333334
8_105;4.087557870370371
8_106;2.3355671296296294
8_107;14.290532407407408
8_108;4.344803240740741
8_109;1.2699189814814815
8_110;12.002071759259259
8_111;1.0842824074074073
8_112;2.0489930555555556
8_113;5.253888888888889
8_114;5.672615740740741
8_115;7.679756944444445
8_116;6.897326388888889
8_117;14.151527777777778
8_118;10.113599537037038
8_119;9.2978125
8_120;4.6246527777777775
8_121;10.269618055555556
8_122;2.824386574074074
8_123;3.1686111111111113
8_124;7.336296296296296
8_125;5.28681712962963
8_126;10.008055555555556
8_127;2.716886574074074
8_128;11.266516203703704
8_129;8.807002314814815
8_130;9.555752314814814
8_131;5.2796412037037035
8_132;8.178298611111112
8_133;5.401724537037037
8_134;10.279756944444445
8_135;10.705659722222222
8_136;8.710185185185185
8_137;8.967060185185185
8_138;5.6971875
8_139;6.645347222222222
8_140;7.4712962962962965
9_1;14.053645833333333
9_2;4.9049652777777775
9_3;6.131273148148148
9_4;4.796608796296296
9_5;1.7390187920032023
9_6;0.06072582219552228
9_7;5.635775462962963
9_8;4.638703703703704
9_9;0
9_10;1.6673655406889354
9_11;2.905150462962963
9_12;13.321585648148147
9_13;6.021446759259259
9_14;3.567361111111111
9_15;6.361041666666667
9_16;0.17601851851851852
9_17;5.688356481481481
9_18;6.106458333333333
9_19;14.206701388888888
9_20;1.436435185185185
9_21;3.998171296296296
9_22;9.094050925925925
9_23;3.4129513888888887
9_24;0.38013660997287113
9_25;4.939456018518518
9_26;6.737916666666667
9_27;0.20894785428463117
9_28;0.7451273148148149
9_29;9.200856481481482
9_30;8.983738425925926
9_31;10.569861111111111
9_32;4.10151969256961
